id_no,tweet_id,tweet_created_at,tweet_text,in_reply to status_id,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,favorite_count,retweet_count,source,user_location,entities,followers_count,foliowing,friends_count,follow_request_sent,user_name,user_protected,user_verified,lang,user_description,geo_enabled,user_screen_name,user_statuses_count,tweet_truncated,tweet_is_quote_status
119,1304643984468238336,2020-09-12 04:52:19,A president is found dead in a concert hall. Beside the body is a sock and a puddle of alcohol. Can you explain what happened?,None,None,None,None,None,551,70,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
120,1304583584821510144,2020-09-12 00:52:19,"A circus performer is playing tennis. Suddenly, her tennis racquet turns into a centaur.",None,None,None,None,None,208,27,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
121,1304523185174446080,2020-09-11 20:52:18,During a solar eclipse Arkansas is flooded with amniotic fluid.,None,None,None,None,None,216,33,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
122,1304462785179299840,2020-09-11 16:52:18,In Mecca is a hazel tree whose every leaf is a hospital.,None,None,None,None,None,140,16,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
123,1304402385763069953,2020-09-11 12:52:18,A homeless person is brushing her hair inside a forest.,None,None,None,None,None,160,22,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
124,1304402385763069953,2020-09-11 12:52:18,A homeless person is brushing her hair inside a forest.,None,None,None,None,None,160,22,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
125,1304341986162294785,2020-09-11 08:52:17,A bookshop owner is having sexual intercourse in a golden ballroom.,None,None,None,None,None,356,32,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
126,1304281586578288641,2020-09-11 04:52:17,A Mesopotamian dictator marries a rainbow. They have one child: A daughter who is made of rivers.,None,None,None,None,None,868,169,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
127,1304221186964955136,2020-09-11 00:52:16,A lake monster and an angel are flirting with each other.,None,None,None,None,None,820,174,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
128,1304160787682926593,2020-09-10 20:52:16,In Milwaukee there is a finger which is reading George Eliot's Middlemarch.,None,None,None,None,None,77,7,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
129,1304100388228837376,2020-09-10 16:52:16,A Hercule Poirot mystery in which the killer turns out to be a Caravaggio.,None,None,None,None,None,365,62,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
130,1304039988913340416,2020-09-10 12:52:15,A caliph hears of a mango tree that grows dissertations and aims to read them.,None,None,None,None,None,240,44,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
131,1303979589631275008,2020-09-10 08:52:15,"A magical yurt whispers to a child: ""I wish I was a termite mound.""",None,None,None,None,None,207,30,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
132,1303919190093361152,2020-09-10 04:52:15,A mermaid owns a painting which depicts every embarrassing moment that has ever happened.,None,None,None,None,None,705,119,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
133,1303858790895214593,2020-09-10 00:52:14,A shaman discovers that a group of Marxists are controlling the North Star.,None,None,None,None,None,1016,187,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
134,1303798391227334656,2020-09-09 20:52:14,There is a governess in the Roman Empire with a wardrobe instead of an ear.,None,None,None,None,None,77,8,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
135,1303737991664267265,2020-09-09 16:52:14,A 12th century manuscript describes a universe entirely filled with Donald Trump.,None,None,None,None,None,155,36,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
136,1303677592302567425,2020-09-09 12:52:13,A girl owns a rose that allows her to hear every sound in the British Empire at the same time.,None,None,None,None,None,439,58,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
137,1303617192668266497,2020-09-09 08:52:13,A pirate looks into a tiny crystal and sees every the dawn of time that has taken place in Toronto.,None,None,None,None,None,110,21,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
138,1303556792710914048,2020-09-09 04:52:12,Last night I dreamt about a cockroach in a sorority house.,None,None,None,None,None,234,28,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
139,1303496393491767296,2020-09-09 00:52:12,Sixteen university students devise a world where everything is peanut shells.,None,None,None,None,None,199,23,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
140,1303435993765359618,2020-09-08 20:52:12,A guilt-stricken book collector discovers a willow tree made of theology.,None,None,None,None,None,211,53,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
141,1303375593942126592,2020-09-08 16:52:11,A Sicilian congressman talks to dieting.,None,None,None,None,None,48,9,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
142,1303315194261635072,2020-09-08 12:52:11,"A physician counts to ten. In that time, he lives a whole other life as an ostrich.",None,None,None,None,None,446,64,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
143,1303254794660753408,2020-09-08 08:52:11,A labyrinth made of YouTube fame appears in Calcutta.,None,None,None,None,None,169,27,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
144,1303254794660753408,2020-09-08 08:52:11,A labyrinth made of YouTube fame appears in Calcutta.,None,None,None,None,None,169,27,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
145,1303194395290734594,2020-09-08 04:52:10,An innkeeper sets fire to compassion.,None,None,None,None,None,320,61,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
146,1303133996092588032,2020-09-08 00:52:10,An anthropologist becomes rich by selling adolescence.,None,None,None,None,None,526,107,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
147,1303073596546326530,2020-09-07 20:52:10,"A penniless fashion stylist hears of a mansion located inside a moonstone, and immediately sets out to find it.",None,None,None,None,None,135,24,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
148,1303013197067083777,2020-09-07 16:52:09,A photograph is diagnosed with clinical depression.,None,None,None,None,None,585,115,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
149,1302952797785137153,2020-09-07 12:52:09,A Moroccan congresswoman wakes at midnight every night to have sexual intercourse with philosophy.,None,None,None,None,None,275,32,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
150,1302892398134005765,2020-09-07 08:52:08,A melancholy politician passes a law against ambiguity.,None,None,None,None,None,414,90,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
151,1302831998394707973,2020-09-07 04:52:08,A lighthouse sinks into a swimming pool filled with Campari.,None,None,None,None,None,231,41,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
152,1302771598986887168,2020-09-07 00:52:08,A Texan professor of English literature has a recurring dream about being crushed by a giant carrot. It eventually sends her mad.,None,None,None,None,None,433,71,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
153,1302711199277047808,2020-09-06 20:52:07,A king is committed to a psychiatric hospital located in a moustache in Dar es Salaam.,None,None,None,None,None,122,16,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
154,1302650799869235200,2020-09-06 16:52:07,A Catalan archivist plays a tennis match with a chicken's egg.,None,None,None,None,None,152,19,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
155,1302590400587202561,2020-09-06 12:52:07,In Athens there is a rollercoaster which enjoys playing a game of chess.,None,None,None,None,None,191,27,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
156,1302530001204518912,2020-09-06 08:52:06,A spice merchant switches bodies with an elephant.,None,None,None,None,None,173,19,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
157,1302469601578512384,2020-09-06 04:52:06,A schoolteacher farts tigers.,None,None,None,None,None,429,79,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
158,1302409202107727875,2020-09-06 00:52:06,"An empress asks you to solve a riddle: I look like an electric guitar, sound like a bassoon and am made of oxygen. What am I?",None,None,None,None,None,279,47,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
159,1302348802443993088,2020-09-05 20:52:05,A busboy places a curse on a duchess. It makes her think she is a toilet.,None,None,None,None,None,167,16,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
160,1302288402885169152,2020-09-05 16:52:05,A witch smokes a cigarette in a lake. She is thinking about everyone. A goblin is masturbating behind her.,None,None,None,None,None,4567,758,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
161,1302228003112382464,2020-09-05 12:52:04,A staircase is haunted by the ghost of a Scottish philosopher. He was killed by a giant rat.,None,None,None,None,None,377,61,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
162,1302167603469668353,2020-09-05 08:52:04,A pianist realises that she is a crossword puzzle. Life goes on as normal.,None,None,None,None,None,578,122,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
163,1302107204137279488,2020-09-05 04:52:04,There is a cyclone in Delhi. It is made of glass eyes.,None,None,None,None,None,246,35,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
164,1302107204137279488,2020-09-05 04:52:04,There is a cyclone in Delhi. It is made of glass eyes.,None,None,None,None,None,246,35,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
165,1302046804498735105,2020-09-05 00:52:03,"A princess watches a movie about a skull that can destroy Mars, and devotes her life to finding it.",None,None,None,None,None,359,56,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
166,1301986405128630273,2020-09-04 20:52:03,During a solar eclipse you suddenly become as wise as Spinoza.,None,None,None,None,None,377,71,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
167,1301926005532057600,2020-09-04 16:52:02,"A flight attendant is writing a list of people who will be saved: An entrepreneur, a pharmacist and a geisha.",None,None,None,None,None,150,23,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
168,1301865606233251840,2020-09-04 12:52:02,A famous anaesthetist falls into a pond filled with the Sony Walkman. She drowns.,None,None,None,None,None,172,22,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
169,1301805206812860417,2020-09-04 08:52:02,A novelist finds a long lost book of Plato on the subject of leprosy.,None,None,None,None,None,91,10,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
170,1301744806960328707,2020-09-04 04:52:01,"A woman discovers that sexual frustration does not exist, and goes mad.",None,None,None,None,None,830,137,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
171,1301684407049232384,2020-09-04 00:52:01,A Tamil cocktail waitress is selling dictionaries.,None,None,None,None,None,88,7,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
172,1301624007549054976,2020-09-03 20:52:01,A Ukrainian naturopath has set up a clinic that treats sandwiches.,None,None,None,None,None,131,18,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
173,1301563607860166656,2020-09-03 16:52:00,A factory in New York produces vast quantities of biochemistry.,None,None,None,None,None,134,19,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
174,1301503208322342913,2020-09-03 12:52:00,A Maltese novelist spends all his time writing an impossibly complex theory of hymens.,None,None,None,None,None,146,25,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
175,1301442808742514688,2020-09-03 08:51:59,A sorcerer finds a diamond which allows him to destroy the king.,None,None,None,None,None,317,44,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
176,1301382409175277575,2020-09-03 04:51:59,A Danish warship sails across a lake of Nikola Tesla.,None,None,None,None,None,119,10,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
177,1301322009725431808,2020-09-03 00:51:59,You wake up in an opera house. Lobsters begin raining from the sky.,None,None,None,None,None,515,102,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
178,1301261610099433472,2020-09-02 20:51:58,A moon has the power to transport you to a cinema in Finland.,None,None,None,None,None,402,81,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
179,1301201210511208448,2020-09-02 16:51:58,"A scarecrow floats past you. A little boy says: ""That scarecrow will kill us all.""",None,None,None,None,None,574,133,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
180,1301140811157921792,2020-09-02 12:51:58,A volcano in Portland is made of the global financial system.,None,None,None,None,None,331,68,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
181,1301080411502645250,2020-09-02 08:51:57,A stone-hearted queen wishes to torture gonorrhea.,None,None,None,None,None,131,19,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
182,1301020012044365824,2020-09-02 04:51:57,An astrologer steals Zen Buddhism and hides it inside a chocolate palace.,None,None,None,None,None,327,48,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
183,1300959612405907456,2020-09-02 00:51:56,A porn star is sailing a skiff to a frozen swamp.,None,None,None,None,None,180,27,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
184,1300959612405907456,2020-09-02 00:51:56,A porn star is sailing a skiff to a frozen swamp.,None,None,None,None,None,179,27,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
185,1300899212746346496,2020-09-01 20:51:56,A countess looks at Goya's Third of May and sees her puppy in the background.,None,None,None,None,None,141,19,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
186,1300838813330075648,2020-09-01 16:51:56,"A time traveller from ancient Rome appears before you. She gives you a hexagon and says: ""I am your biggest fan.""",None,None,None,None,None,716,154,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
187,1300778413720891392,2020-09-01 12:51:55,An Armenian sultan falls in love with a PhD thesis.,None,None,None,None,None,199,25,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
188,1300718014082375680,2020-09-01 08:51:55,Sixty-four monks join forces to defeat a werewolf.,None,None,None,None,None,443,69,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
189,1300657614573846529,2020-09-01 04:51:55,In Chicago there is a tulip that smells like ostrich feathers.,None,None,None,None,None,140,19,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
190,1300597215035973632,2020-09-01 00:51:54,A priest meets a caterpillar with xylophones instead of legs.,None,None,None,None,None,223,35,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
191,1300536815422595072,2020-08-31 20:51:54,A congressman decrees that there will be a new sign of the zodiac: The geiger counter.,None,None,None,None,None,295,61,Borges Bot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",129065,False,0,False,Magic Realism Bot,False,False,en,"I generate a magical story every 4 hours. 
Made by @chrisrodley & @yeldora_.",False,MagicRealismBot,19921,False,False
